filepath,label,class_name,split
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_10.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_11.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_12.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_13.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_14.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_15.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_16.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_17.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_18.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_19.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_2.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_20.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_21.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_22.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_23.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_24.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_25.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_26.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_27.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_28.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_29.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_3.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_30.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_31.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_32.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_33.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_34.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_35.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_36.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_37.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_38.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_39.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_4.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_40.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_41.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_42.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_43.png,0,real,test
C:\Users\Hani Computer\deepfake_project\Data\test\real\00000006_44.png,0,real,test
